chromosomes,uces
Bos_taurus_11,uce-1802_p2
Bos_taurus_11,uce-1814_p1
Bos_taurus_11,uce-1830_p5
Bos_taurus_11,uce-1835_p1
Bos_taurus_11,uce-1835_p2
Bos_taurus_11,uce-1864_p1
Bos_taurus_11,uce-1873_p1
Bos_taurus_11,uce-1912_p2
Bos_taurus_11,uce-1914_p1
Bos_taurus_11,uce-1937_p1
Bos_taurus_11,uce-2003_p2
Bos_taurus_11,uce-2012_p1
Bos_taurus_11,uce-2012_p2
Bos_taurus_11,uce-2016_p1
Bos_taurus_11,uce-2034_p1
Bos_taurus_11,uce-2034_p2
Bos_taurus_11,uce-2080_p1
Bos_taurus_11,uce-2112_p1
Bos_taurus_11,uce-2131_p2
Bos_taurus_11,uce-2168_p1
Bos_taurus_11,uce-2178_p1
Bos_taurus_11,uce-2222_p1
Bos_taurus_11,uce-2241_p1
Bos_taurus_11,uce-2242_p1
Bos_taurus_11,uce-2255_p1
Bos_taurus_11,uce-2257_p1
Bos_taurus_11,uce-2267_p1
Bos_taurus_11,uce-2295_p1
Bos_taurus_11,uce-2306_p1
Bos_taurus_11,uce-2315_p1
Bos_taurus_11,uce-2376_p1
Bos_taurus_11,uce-2377_p1
Bos_taurus_11,uce-2400_p1
Bos_taurus_11,uce-2446_p1
Bos_taurus_11,uce-2504_p1
Bos_taurus_11,uce-2541_p1
Bos_taurus_11,uce-2613_p1
Bos_taurus_11,uce-2684_p1
Bos_taurus_11,uce-2731_p1
Bos_taurus_11,uce-2827_p1
Bos_taurus_11,uce-2849_p1
Bos_taurus_11,uce-2892_p1
Bos_taurus_11,uce-2908_p1
Bos_taurus_11,uce-2953_p1
Bos_taurus_11,uce-2966_p1
Bos_taurus_11,uce-3014_p1
Bos_taurus_11,uce-3077_p1
Bos_taurus_11,uce-3104_p1
Bos_taurus_11,uce-3110_p1
Bos_taurus_11,uce-3177_p1
Bos_taurus_11,uce-3215_p1
Bos_taurus_11,uce-3280_p1
Bos_taurus_11,uce-3284_p1
Bos_taurus_11,uce-3312_p1
Bos_taurus_11,uce-3349_p1
Bos_taurus_11,uce-3429_p1
Bos_taurus_11,uce-3468_p1
Bos_taurus_11,uce-3504_p1
Bos_taurus_11,uce-3555_p1
Bos_taurus_11,uce-3656_p1
Bos_taurus_11,uce-3664_p1
Bos_taurus_11,uce-3670_p1
Bos_taurus_11,uce-3674_p1
Bos_taurus_11,uce-3702_p1
Bos_taurus_11,uce-3724_p1
Bos_taurus_11,uce-3738_p1
Bos_taurus_11,uce-3765_p1
Bos_taurus_11,uce-3767_p1
Bos_taurus_11,uce-3830_p1
Bos_taurus_11,uce-3890_p1
Bos_taurus_11,uce-3891_p1
Bos_taurus_11,uce-3904_p1
Bos_taurus_11,uce-3910_p1
Bos_taurus_11,uce-3914_p1
Bos_taurus_11,uce-3937_p1
Bos_taurus_11,uce-4049_p1
Bos_taurus_11,uce-4075_p1
Bos_taurus_11,uce-4122_p1
Bos_taurus_11,uce-4178_p1
Bos_taurus_11,uce-4185_p1
Bos_taurus_11,uce-4202_p1
Bos_taurus_11,uce-4237_p1
Bos_taurus_11,uce-4249_p1
Bos_taurus_11,uce-4264_p1
Bos_taurus_11,uce-4316_p1
Bos_taurus_11,uce-4360_p1
Bos_taurus_11,uce-4401_p1
Bos_taurus_11,uce-4407_p1
Bos_taurus_11,uce-4438_p1
Bos_taurus_11,uce-4452_p1
Bos_taurus_11,uce-4482_p1
Bos_taurus_11,uce-4569_p1
Bos_taurus_11,uce-4586_p1
Bos_taurus_11,uce-4594_p1
Bos_taurus_11,uce-4630_p1
Bos_taurus_11,uce-4632_p1
Bos_taurus_11,uce-4666_p1
Bos_taurus_11,uce-4759_p1
Bos_taurus_11,uce-4787_p1
Bos_taurus_11,uce-4847_p1
Bos_taurus_11,uce-4910_p1
Bos_taurus_11,uce-4950_p1
Bos_taurus_11,uce-4988_p1
Bos_taurus_11,uce-4992_p1
Bos_taurus_11,uce-5055_p1
Bos_taurus_11,uce-5244_p1
Bos_taurus_11,uce-5250_p1
Bos_taurus_11,uce-5260_p1
Bos_taurus_11,uce-5300_p1
Bos_taurus_11,uce-5315_p1
Bos_taurus_11,uce-5331_p1
Bos_taurus_11,uce-5405_p1
Bos_taurus_11,uce-5446_p1
Bos_taurus_11,uce-5450_p1
Bos_taurus_11,uce-5553_p1
Bos_taurus_11,uce-5598_p1
Bos_taurus_11,uce-5620_p1
Bos_taurus_11,uce-5636_p1
Bos_taurus_11,uce-5652_p1
Bos_taurus_11,uce-5653_p1
Bos_taurus_11,uce-5667_p1
Bos_taurus_11,uce-5678_p1
Bos_taurus_11,uce-5704_p1
Bos_taurus_11,uce-5720_p1
Bos_taurus_11,uce-5769_p1
Bos_taurus_11,uce-5804_p1
Bos_taurus_11,uce-5818_p1
Bos_taurus_11,uce-5821_p1
Bos_taurus_11,uce-5848_p1
Bos_taurus_11,uce-5861_p1
Bos_taurus_11,uce-5864_p1
Bos_taurus_11,uce-5872_p1
Bos_taurus_11,uce-5882_p1
Bos_taurus_11,uce-5904_p1
Bos_taurus_11,uce-5917_p1
Bos_taurus_11,uce-5921_p1
Bos_taurus_11,uce-5934_p1
Bos_taurus_11,uce-5947_p1
Bos_taurus_11,uce-5971_p1
Bos_taurus_11,uce-5996_p1
Bos_taurus_11,uce-6080_p1
Bos_taurus_11,uce-6084_p1
Bos_taurus_11,uce-6095_p1
Bos_taurus_11,uce-6110_p1
Bos_taurus_11,uce-6164_p1
Bos_taurus_11,uce-6173_p1
Bos_taurus_11,uce-6189_p1
Bos_taurus_11,uce-6240_p1
Bos_taurus_11,uce-6297_p1
Bos_taurus_11,uce-6412_p1
Bos_taurus_11,uce-6451_p1
Bos_taurus_11,uce-6465_p1
Bos_taurus_11,uce-6468_p1
Bos_taurus_11,uce-6496_p1
Bos_taurus_11,uce-6499_p1
Bos_taurus_11,uce-6501_p1
Bos_taurus_11,uce-6505_p1
Bos_taurus_11,uce-6538_p1
Bos_taurus_11,uce-6543_p1
Bos_taurus_11,uce-6553_p1
Bos_taurus_11,uce-6570_p1
Bos_taurus_11,uce-6589_p1
Bos_taurus_11,uce-6617_p1
Bos_taurus_11,uce-6655_p1
Bos_taurus_11,uce-6680_p1
Bos_taurus_11,uce-6748_p1
Bos_taurus_11,uce-6780_p1
Bos_taurus_11,uce-6812_p1
Bos_taurus_11,uce-6894_p1
Bos_taurus_11,uce-6909_p1
Bos_taurus_11,uce-6947_p1
Bos_taurus_11,uce-6948_p1
Bos_taurus_11,uce-6959_p1
Bos_taurus_11,uce-6966_p1
Bos_taurus_11,uce-6986_p1
Bos_taurus_11,uce-7050_p1
Bos_taurus_11,uce-7076_p1
Bos_taurus_11,uce-7134_p1
Bos_taurus_11,uce-7151_p1
Bos_taurus_11,uce-7160_p1
Bos_taurus_11,uce-7219_p1
Bos_taurus_11,uce-7221_p1
Bos_taurus_11,uce-7273_p1
Bos_taurus_11,uce-7294_p1
Bos_taurus_11,uce-7296_p1
Bos_taurus_11,uce-7344_p1
Bos_taurus_11,uce-7358_p1
Bos_taurus_11,uce-7365_p1
Bos_taurus_11,uce-7376_p1
Bos_taurus_11,uce-7488_p1
Bos_taurus_11,uce-7542_p1
Bos_taurus_11,uce-7554_p1
Bos_taurus_11,uce-7583_p1
Bos_taurus_11,uce-7631_p1
Bos_taurus_11,uce-7641_p1
Bos_taurus_11,uce-7772_p1
Bos_taurus_11,uce-7804_p1
Bos_taurus_11,uce-7822_p1
Bos_taurus_11,uce-7858_p1
Bos_taurus_11,uce-7934_p1
Bos_taurus_11,uce-7943_p1
Bos_taurus_11,uce-7956_p1
Bos_taurus_11,uce-7959_p1
Bos_taurus_11,uce-7967_p1
Bos_taurus_11,uce-7970_p1
Bos_taurus_11,uce-7985_p1
Bos_taurus_11,uce-8017_p1
Bos_taurus_11,uce-8026_p1
Bos_taurus_12,uce-3_p1
Bos_taurus_12,uce-12_p1
Bos_taurus_12,uce-25_p1
Bos_taurus_12,uce-25_p2
Bos_taurus_12,uce-25_p3
Bos_taurus_12,uce-34_p2
Bos_taurus_12,uce-54_p2
Bos_taurus_12,uce-67_p1
Bos_taurus_12,uce-80_p7
Bos_taurus_12,uce-85_p1
Bos_taurus_12,uce-186_p2
Bos_taurus_12,uce-240_p1
Bos_taurus_12,uce-276_p2
Bos_taurus_12,uce-415_p1
Bos_taurus_12,uce-415_p2
Bos_taurus_12,uce-415_p3
Bos_taurus_12,uce-437_p1
Bos_taurus_12,uce-459_p1
Bos_taurus_12,uce-576_p2
Bos_taurus_12,uce-598_p1
Bos_taurus_12,uce-691_p2
Bos_taurus_12,uce-711_p1
Bos_taurus_12,uce-711_p2
Bos_taurus_12,uce-740_p2
Bos_taurus_12,uce-747_p1
Bos_taurus_12,uce-747_p2
Bos_taurus_12,uce-778_p1
Bos_taurus_12,uce-780_p1
Bos_taurus_12,uce-824_p3
Bos_taurus_12,uce-893_p1
Bos_taurus_12,uce-913_p2
Bos_taurus_12,uce-1110_p1
Bos_taurus_12,uce-1110_p2
Bos_taurus_12,uce-1110_p3
Bos_taurus_12,uce-1159_p1
Bos_taurus_12,uce-1319_p2
Bos_taurus_12,uce-1342_p1
Bos_taurus_12,uce-1342_p2
Bos_taurus_12,uce-1381_p2
Bos_taurus_12,uce-1423_p1
Bos_taurus_12,uce-1423_p2
Bos_taurus_12,uce-1423_p3
Bos_taurus_12,uce-1423_p4
Bos_taurus_12,uce-1424_p2
Bos_taurus_12,uce-1450_p3
Bos_taurus_12,uce-1598_p2
Bos_taurus_12,uce-1598_p3
Bos_taurus_12,uce-1598_p4
Bos_taurus_12,uce-1598_p5
Bos_taurus_12,uce-1641_p1
Bos_taurus_12,uce-1695_p2
Bos_taurus_12,uce-1748_p1
Bos_taurus_12,uce-1751_p1
Bos_taurus_12,uce-1753_p1
Bos_taurus_12,uce-1765_p2
Bos_taurus_12,uce-1768_p1
Bos_taurus_12,uce-1785_p1
Bos_taurus_12,uce-1895_p1
Bos_taurus_12,uce-1899_p1
Bos_taurus_12,uce-1908_p1
Bos_taurus_12,uce-1999_p3
Bos_taurus_12,uce-2042_p1
Bos_taurus_12,uce-2042_p2
Bos_taurus_12,uce-2042_p3
Bos_taurus_12,uce-2042_p4
Bos_taurus_12,uce-2053_p1
Bos_taurus_12,uce-2053_p2
Bos_taurus_12,uce-2235_p1
Bos_taurus_12,uce-2252_p1
Bos_taurus_12,uce-2309_p1
Bos_taurus_12,uce-2328_p1
Bos_taurus_12,uce-2350_p1
Bos_taurus_12,uce-2438_p1
Bos_taurus_12,uce-2461_p1
Bos_taurus_12,uce-2466_p1
Bos_taurus_12,uce-2512_p1
Bos_taurus_12,uce-2544_p1
Bos_taurus_12,uce-2551_p1
Bos_taurus_12,uce-2559_p1
Bos_taurus_12,uce-2578_p1
Bos_taurus_12,uce-2609_p1
Bos_taurus_12,uce-2651_p1
Bos_taurus_12,uce-2693_p1
Bos_taurus_12,uce-2708_p1
Bos_taurus_12,uce-2770_p1
Bos_taurus_12,uce-2841_p1
Bos_taurus_12,uce-2845_p1
Bos_taurus_12,uce-2899_p1
Bos_taurus_12,uce-2921_p1
Bos_taurus_12,uce-3095_p1
Bos_taurus_12,uce-3106_p1
Bos_taurus_12,uce-3154_p1
Bos_taurus_12,uce-3336_p1
Bos_taurus_12,uce-3426_p1
Bos_taurus_12,uce-3443_p1
Bos_taurus_12,uce-3492_p1
Bos_taurus_12,uce-3517_p1
Bos_taurus_12,uce-3580_p1
Bos_taurus_12,uce-3637_p1
Bos_taurus_12,uce-3683_p1
Bos_taurus_12,uce-3723_p1
Bos_taurus_12,uce-3745_p1
Bos_taurus_12,uce-3757_p1
Bos_taurus_12,uce-3789_p1
Bos_taurus_12,uce-3856_p1
Bos_taurus_12,uce-3900_p1
Bos_taurus_12,uce-3913_p1
Bos_taurus_12,uce-3967_p1
Bos_taurus_12,uce-3973_p1
Bos_taurus_12,uce-4155_p1
Bos_taurus_12,uce-4170_p1
Bos_taurus_12,uce-4181_p1
Bos_taurus_12,uce-4300_p1
Bos_taurus_12,uce-4530_p1
Bos_taurus_12,uce-4730_p1
Bos_taurus_12,uce-4738_p1
Bos_taurus_12,uce-4743_p1
Bos_taurus_12,uce-4777_p1
Bos_taurus_12,uce-4804_p1
Bos_taurus_12,uce-4813_p1
Bos_taurus_12,uce-4841_p1
Bos_taurus_12,uce-4947_p1
Bos_taurus_12,uce-4989_p1
Bos_taurus_12,uce-4998_p1
Bos_taurus_12,uce-5022_p1
Bos_taurus_12,uce-5035_p1
Bos_taurus_12,uce-5083_p1
Bos_taurus_12,uce-5118_p1
Bos_taurus_12,uce-5120_p1
Bos_taurus_12,uce-5135_p1
Bos_taurus_12,uce-5214_p1
Bos_taurus_12,uce-5290_p1
Bos_taurus_12,uce-5443_p1
Bos_taurus_12,uce-5496_p1
Bos_taurus_12,uce-5555_p1
Bos_taurus_12,uce-5565_p1
Bos_taurus_12,uce-5630_p1
Bos_taurus_12,uce-5637_p1
Bos_taurus_12,uce-5670_p1
Bos_taurus_12,uce-5699_p1
Bos_taurus_12,uce-5722_p1
Bos_taurus_12,uce-5788_p1
Bos_taurus_12,uce-5818_p1
Bos_taurus_12,uce-5848_p1
Bos_taurus_12,uce-5854_p1
Bos_taurus_12,uce-5916_p1
Bos_taurus_12,uce-5972_p1
Bos_taurus_12,uce-6121_p1
Bos_taurus_12,uce-6241_p1
Bos_taurus_12,uce-6249_p1
Bos_taurus_12,uce-6255_p1
Bos_taurus_12,uce-6309_p1
Bos_taurus_12,uce-6323_p1
Bos_taurus_12,uce-6335_p1
Bos_taurus_12,uce-6397_p1
Bos_taurus_12,uce-6398_p1
Bos_taurus_12,uce-6409_p1
Bos_taurus_12,uce-6471_p1
Bos_taurus_12,uce-6484_p1
Bos_taurus_12,uce-6588_p1
Bos_taurus_12,uce-6777_p1
Bos_taurus_12,uce-6844_p1
Bos_taurus_12,uce-6848_p1
Bos_taurus_12,uce-6873_p1
Bos_taurus_12,uce-6921_p1
Bos_taurus_12,uce-6948_p1
Bos_taurus_12,uce-7009_p1
Bos_taurus_12,uce-7015_p1
Bos_taurus_12,uce-7022_p1
Bos_taurus_12,uce-7023_p1
Bos_taurus_12,uce-7027_p1
Bos_taurus_12,uce-7064_p1
Bos_taurus_12,uce-7070_p1
Bos_taurus_12,uce-7167_p1
Bos_taurus_12,uce-7235_p1
Bos_taurus_12,uce-7288_p1
Bos_taurus_12,uce-7304_p1
Bos_taurus_12,uce-7350_p1
Bos_taurus_12,uce-7352_p1
Bos_taurus_12,uce-7429_p1
Bos_taurus_12,uce-7465_p1
Bos_taurus_12,uce-7546_p1
Bos_taurus_12,uce-7599_p1
Bos_taurus_12,uce-7633_p1
Bos_taurus_12,uce-7735_p1
Bos_taurus_12,uce-7820_p1
Bos_taurus_12,uce-7850_p1
Bos_taurus_12,uce-7892_p1
Bos_taurus_12,uce-7898_p1
Bos_taurus_12,uce-7940_p1
Bos_taurus_12,uce-8037_p1
Bos_taurus_13,uce-326_p1
Bos_taurus_13,uce-326_p2
Bos_taurus_13,uce-326_p3
Bos_taurus_13,uce-326_p4
Bos_taurus_13,uce-422_p3
Bos_taurus_13,uce-426_p2
Bos_taurus_13,uce-560_p1
Bos_taurus_13,uce-624_p2
Bos_taurus_13,uce-700_p1
Bos_taurus_13,uce-980_p2
Bos_taurus_13,uce-1029_p1
Bos_taurus_13,uce-1239_p1
Bos_taurus_13,uce-1304_p1
Bos_taurus_13,uce-1314_p1
Bos_taurus_13,uce-1395_p1
Bos_taurus_13,uce-1550_p2
Bos_taurus_13,uce-1693_p1
Bos_taurus_13,uce-1706_p2
Bos_taurus_13,uce-1749_p2
Bos_taurus_13,uce-1766_p1
Bos_taurus_13,uce-1766_p2
Bos_taurus_13,uce-1780_p1
Bos_taurus_13,uce-1849_p1
Bos_taurus_13,uce-2049_p2
Bos_taurus_13,uce-2177_p1
Bos_taurus_13,uce-2179_p1
Bos_taurus_13,uce-2212_p1
Bos_taurus_13,uce-2242_p1
Bos_taurus_13,uce-2283_p1
Bos_taurus_13,uce-2358_p1
Bos_taurus_13,uce-2422_p1
Bos_taurus_13,uce-2444_p1
Bos_taurus_13,uce-2482_p1
Bos_taurus_13,uce-2681_p1
Bos_taurus_13,uce-2689_p1
Bos_taurus_13,uce-2766_p1
Bos_taurus_13,uce-2768_p1
Bos_taurus_13,uce-2802_p1
Bos_taurus_13,uce-2834_p1
Bos_taurus_13,uce-2861_p1
Bos_taurus_13,uce-2922_p1
Bos_taurus_13,uce-2926_p1
Bos_taurus_13,uce-2958_p1
Bos_taurus_13,uce-2981_p1
Bos_taurus_13,uce-3013_p1
Bos_taurus_13,uce-3036_p1
Bos_taurus_13,uce-3117_p1
Bos_taurus_13,uce-3178_p1
Bos_taurus_13,uce-3314_p1
Bos_taurus_13,uce-3320_p1
Bos_taurus_13,uce-3373_p1
Bos_taurus_13,uce-3400_p1
Bos_taurus_13,uce-3412_p1
Bos_taurus_13,uce-3430_p1
Bos_taurus_13,uce-3475_p1
Bos_taurus_13,uce-3490_p1
Bos_taurus_13,uce-3509_p1
Bos_taurus_13,uce-3550_p1
Bos_taurus_13,uce-3583_p1
Bos_taurus_13,uce-3669_p1
Bos_taurus_13,uce-3692_p1
Bos_taurus_13,uce-3801_p1
Bos_taurus_13,uce-3902_p1
Bos_taurus_13,uce-4024_p1
Bos_taurus_13,uce-4068_p1
Bos_taurus_13,uce-4114_p1
Bos_taurus_13,uce-4116_p1
Bos_taurus_13,uce-4225_p1
Bos_taurus_13,uce-4232_p1
Bos_taurus_13,uce-4325_p1
Bos_taurus_13,uce-4347_p1
Bos_taurus_13,uce-4353_p1
Bos_taurus_13,uce-4427_p1
Bos_taurus_13,uce-4531_p1
Bos_taurus_13,uce-4535_p1
Bos_taurus_13,uce-4542_p1
Bos_taurus_13,uce-4653_p1
Bos_taurus_13,uce-4654_p1
Bos_taurus_13,uce-4673_p1
Bos_taurus_13,uce-4697_p1
Bos_taurus_13,uce-4721_p1
Bos_taurus_13,uce-4753_p1
Bos_taurus_13,uce-4786_p1
Bos_taurus_13,uce-4816_p1
Bos_taurus_13,uce-4842_p1
Bos_taurus_13,uce-4855_p1
Bos_taurus_13,uce-4925_p1
Bos_taurus_13,uce-5090_p1
Bos_taurus_13,uce-5132_p1
Bos_taurus_13,uce-5219_p1
Bos_taurus_13,uce-5368_p1
Bos_taurus_13,uce-5534_p1
Bos_taurus_13,uce-5577_p1
Bos_taurus_13,uce-5673_p1
Bos_taurus_13,uce-5692_p1
Bos_taurus_13,uce-5724_p1
Bos_taurus_13,uce-5734_p1
Bos_taurus_13,uce-5754_p1
Bos_taurus_13,uce-5818_p1
Bos_taurus_13,uce-5862_p1
Bos_taurus_13,uce-5887_p1
Bos_taurus_13,uce-5898_p1
Bos_taurus_13,uce-6034_p1
Bos_taurus_13,uce-6052_p1
Bos_taurus_13,uce-6103_p1
Bos_taurus_13,uce-6137_p1
Bos_taurus_13,uce-6174_p1
Bos_taurus_13,uce-6186_p1
Bos_taurus_13,uce-6196_p1
Bos_taurus_13,uce-6317_p1
Bos_taurus_13,uce-6479_p1
Bos_taurus_13,uce-6533_p1
Bos_taurus_13,uce-6579_p1
Bos_taurus_13,uce-6580_p1
Bos_taurus_13,uce-6665_p1
Bos_taurus_13,uce-6693_p1
Bos_taurus_13,uce-6723_p1
Bos_taurus_13,uce-6752_p1
Bos_taurus_13,uce-6948_p1
Bos_taurus_13,uce-6950_p1
Bos_taurus_13,uce-7016_p1
Bos_taurus_13,uce-7071_p1
Bos_taurus_13,uce-7083_p1
Bos_taurus_13,uce-7103_p1
Bos_taurus_13,uce-7218_p1
Bos_taurus_13,uce-7246_p1
Bos_taurus_13,uce-7247_p1
Bos_taurus_13,uce-7308_p1
Bos_taurus_13,uce-7316_p1
Bos_taurus_13,uce-7386_p1
Bos_taurus_13,uce-7398_p1
Bos_taurus_13,uce-7408_p1
Bos_taurus_13,uce-7467_p1
Bos_taurus_13,uce-7491_p1
Bos_taurus_13,uce-7503_p1
Bos_taurus_13,uce-7533_p1
Bos_taurus_13,uce-7611_p1
Bos_taurus_13,uce-7620_p1
Bos_taurus_13,uce-7758_p1
Bos_taurus_13,uce-7832_p1
Bos_taurus_13,uce-7907_p1
Bos_taurus_13,uce-8009_p1
Bos_taurus_13,uce-8031_p1
Bos_taurus_13,uce-8033_p1
Bos_taurus_14,uce-39_p2
Bos_taurus_14,uce-63_p1
Bos_taurus_14,uce-63_p2
Bos_taurus_14,uce-72_p1
Bos_taurus_14,uce-77_p1
Bos_taurus_14,uce-77_p2
Bos_taurus_14,uce-84_p4
Bos_taurus_14,uce-148_p2
Bos_taurus_14,uce-169_p2
Bos_taurus_14,uce-198_p1
Bos_taurus_14,uce-198_p2
Bos_taurus_14,uce-208_p1
Bos_taurus_14,uce-219_p1
Bos_taurus_14,uce-266_p1
Bos_taurus_14,uce-277_p1
Bos_taurus_14,uce-277_p2
Bos_taurus_14,uce-277_p3
Bos_taurus_14,uce-416_p2
Bos_taurus_14,uce-420_p1
Bos_taurus_14,uce-451_p2
Bos_taurus_14,uce-517_p1
Bos_taurus_14,uce-538_p7
Bos_taurus_14,uce-574_p2
Bos_taurus_14,uce-646_p1
Bos_taurus_14,uce-693_p2
Bos_taurus_14,uce-695_p1
Bos_taurus_14,uce-730_p2
Bos_taurus_14,uce-734_p1
Bos_taurus_14,uce-734_p2
Bos_taurus_14,uce-734_p3
Bos_taurus_14,uce-734_p4
Bos_taurus_14,uce-746_p1
Bos_taurus_14,uce-750_p1
Bos_taurus_14,uce-777_p1
Bos_taurus_14,uce-783_p2
Bos_taurus_14,uce-783_p3
Bos_taurus_14,uce-810_p2
Bos_taurus_14,uce-819_p1
Bos_taurus_14,uce-819_p2
Bos_taurus_14,uce-831_p1
Bos_taurus_14,uce-831_p2
Bos_taurus_14,uce-851_p1
Bos_taurus_14,uce-871_p5
Bos_taurus_14,uce-989_p3
Bos_taurus_14,uce-999_p2
Bos_taurus_14,uce-1003_p2
Bos_taurus_14,uce-1005_p1
Bos_taurus_14,uce-1070_p2
Bos_taurus_14,uce-1083_p1
Bos_taurus_14,uce-1102_p2
Bos_taurus_14,uce-1133_p3
Bos_taurus_14,uce-1148_p1
Bos_taurus_14,uce-1161_p2
Bos_taurus_14,uce-1190_p3
Bos_taurus_14,uce-1206_p2
Bos_taurus_14,uce-1250_p1
Bos_taurus_14,uce-1250_p2
Bos_taurus_14,uce-1250_p3
Bos_taurus_14,uce-1250_p4
Bos_taurus_14,uce-1250_p5
Bos_taurus_14,uce-1250_p6
Bos_taurus_14,uce-1250_p7
Bos_taurus_14,uce-1250_p8
Bos_taurus_14,uce-1250_p9
Bos_taurus_14,uce-1250_p10
Bos_taurus_14,uce-1250_p11
Bos_taurus_14,uce-1268_p2
Bos_taurus_14,uce-1281_p1
Bos_taurus_14,uce-1300_p1
Bos_taurus_14,uce-1309_p3
Bos_taurus_14,uce-1313_p1
Bos_taurus_14,uce-1313_p2
Bos_taurus_14,uce-1393_p1
Bos_taurus_14,uce-1394_p3
Bos_taurus_14,uce-1427_p1
Bos_taurus_14,uce-1427_p2
Bos_taurus_14,uce-1447_p1
Bos_taurus_14,uce-1469_p1
Bos_taurus_14,uce-1469_p2
Bos_taurus_14,uce-1474_p1
Bos_taurus_14,uce-1474_p2
Bos_taurus_14,uce-1476_p1
Bos_taurus_14,uce-1476_p2
Bos_taurus_14,uce-1504_p2
Bos_taurus_14,uce-1520_p2
Bos_taurus_14,uce-1634_p1
Bos_taurus_14,uce-1636_p3
Bos_taurus_14,uce-1678_p1
Bos_taurus_14,uce-1678_p2
Bos_taurus_14,uce-1679_p2
Bos_taurus_14,uce-1781_p3
Bos_taurus_14,uce-1794_p2
Bos_taurus_14,uce-1811_p1
Bos_taurus_14,uce-1880_p1
Bos_taurus_14,uce-1922_p1
Bos_taurus_14,uce-1932_p3
Bos_taurus_14,uce-1946_p2
Bos_taurus_14,uce-1986_p1
Bos_taurus_14,uce-2020_p2
Bos_taurus_14,uce-2116_p2
Bos_taurus_14,uce-2135_p1
Bos_taurus_14,uce-2147_p2
Bos_taurus_14,uce-2147_p3
Bos_taurus_14,uce-2147_p4
Bos_taurus_14,uce-2185_p1
Bos_taurus_14,uce-2225_p1
Bos_taurus_14,uce-2251_p1
Bos_taurus_14,uce-2313_p1
Bos_taurus_14,uce-2320_p1
Bos_taurus_14,uce-2378_p1
Bos_taurus_14,uce-2397_p1
Bos_taurus_14,uce-2421_p1
Bos_taurus_14,uce-2487_p1
Bos_taurus_14,uce-2507_p1
Bos_taurus_14,uce-2572_p1
Bos_taurus_14,uce-2612_p1
Bos_taurus_14,uce-2656_p1
Bos_taurus_14,uce-2667_p1
Bos_taurus_14,uce-2740_p1
Bos_taurus_14,uce-2857_p1
Bos_taurus_14,uce-2870_p1
Bos_taurus_14,uce-2909_p1
Bos_taurus_14,uce-2940_p1
Bos_taurus_14,uce-2980_p1
Bos_taurus_14,uce-3083_p1
Bos_taurus_14,uce-3100_p1
Bos_taurus_14,uce-3188_p1
Bos_taurus_14,uce-3260_p1
Bos_taurus_14,uce-3341_p1
Bos_taurus_14,uce-3366_p1
Bos_taurus_14,uce-3402_p1
Bos_taurus_14,uce-3483_p1
Bos_taurus_14,uce-3500_p1
Bos_taurus_14,uce-3520_p1
Bos_taurus_14,uce-3530_p1
Bos_taurus_14,uce-3549_p1
Bos_taurus_14,uce-3647_p1
Bos_taurus_14,uce-3659_p1
Bos_taurus_14,uce-3693_p1
Bos_taurus_14,uce-3722_p1
Bos_taurus_14,uce-3847_p1
Bos_taurus_14,uce-3849_p1
Bos_taurus_14,uce-3912_p1
Bos_taurus_14,uce-3927_p1
Bos_taurus_14,uce-3957_p1
Bos_taurus_14,uce-3981_p1
Bos_taurus_14,uce-3997_p1
Bos_taurus_14,uce-4007_p1
Bos_taurus_14,uce-4018_p1
Bos_taurus_14,uce-4028_p1
Bos_taurus_14,uce-4064_p1
Bos_taurus_14,uce-4131_p1
Bos_taurus_14,uce-4135_p1
Bos_taurus_14,uce-4154_p1
Bos_taurus_14,uce-4187_p1
Bos_taurus_14,uce-4205_p1
Bos_taurus_14,uce-4208_p1
Bos_taurus_14,uce-4217_p1
Bos_taurus_14,uce-4265_p1
Bos_taurus_14,uce-4278_p1
Bos_taurus_14,uce-4287_p1
Bos_taurus_14,uce-4308_p1
Bos_taurus_14,uce-4312_p1
Bos_taurus_14,uce-4345_p1
Bos_taurus_14,uce-4354_p1
Bos_taurus_14,uce-4389_p1
Bos_taurus_14,uce-4394_p1
Bos_taurus_14,uce-4515_p1
Bos_taurus_14,uce-4534_p1
Bos_taurus_14,uce-4538_p1
Bos_taurus_14,uce-4558_p1
Bos_taurus_14,uce-4612_p1
Bos_taurus_14,uce-4618_p1
Bos_taurus_14,uce-4633_p1
Bos_taurus_14,uce-4642_p1
Bos_taurus_14,uce-4656_p1
Bos_taurus_14,uce-4678_p1
Bos_taurus_14,uce-4784_p1
Bos_taurus_14,uce-4833_p1
Bos_taurus_14,uce-4837_p1
Bos_taurus_14,uce-4839_p1
Bos_taurus_14,uce-4884_p1
Bos_taurus_14,uce-4902_p1
Bos_taurus_14,uce-4983_p1
Bos_taurus_14,uce-5016_p1
Bos_taurus_14,uce-5086_p1
Bos_taurus_14,uce-5145_p1
Bos_taurus_14,uce-5234_p1
Bos_taurus_14,uce-5269_p1
Bos_taurus_14,uce-5307_p1
Bos_taurus_14,uce-5316_p1
Bos_taurus_14,uce-5344_p1
Bos_taurus_14,uce-5345_p1
Bos_taurus_14,uce-5383_p1
Bos_taurus_14,uce-5402_p1
Bos_taurus_14,uce-5447_p1
Bos_taurus_14,uce-5500_p1
